Song,Artist,Popularity,BPM,Time,Dance,Energy,Acoustic,Happy,Live,Loud (Db),Camelot,Artist_Clean,Song_Clean,Genre Tags,lyrics,time_seconds,time_bucket
Hollywood Baby,100 gecs,59,77,03:07,43,87,2,61,20,-3,6B,100 gecs,Hollywood Baby,"hyperpop, pop punk, alternative rock, power pop, pop rock","What you crying about, baby? Are you getting lazy?
Clear blue sky but it rains all the late fees
Did you get the payment? We had an arrangement
We don't wanna watch the news, we just read statements
Do you wanna party? Malibu Barbie
Are you gonna pack that shit up when it all comes tumbling down?
Do you wanna party? Malibu Barbie
Are you gonna pack that shit up when it all comes tumbling down?

So go pitch your fit, no one gives a shit
Better off if you just get over it

I'm going crazy
Little tiny Hollywood baby
Brand new Mercedes
I've been at the crib going crazy
Oh-oh, oh, woah-oh, oh-oh-oh-oh-woah-oh
Oh-oh, oh, woah-oh, oh-oh-oh-oh-woah-oh

Are you looking down a mountain?
What you crying 'bout, crying 'bout, crying 'bout now?
Do you buckle under pressure?
Go tumbling, tumbling, tumbling down

So go pitch your fit, no one gives a shit
Better off if you just get over it

I'm going crazy
Little tiny Hollywood baby
Brand new Mercedes
I've been at the crib going crazy
Oh-oh, oh, woah-oh, oh-oh-oh-oh-woah-oh
Oh-oh, oh, woah-oh, oh-oh-oh-oh-woah-oh

You'll never make it in Hollywood, baby
You'll never make it in Hollywood, baby
You'll never make it in Hollywood, baby
You'll never make it in Hollywood, baby
You'll never make it in Hollywood, baby
You'll never make it in Hollywood, baby
You'll never make it in Hollywood, baby
You'll never make it in Hollywood, baby (Baby)

I'm going crazy
Little tiny Hollywood baby
Brand new Mercedes
I've been at the crib going crazy
Oh-oh, oh, woah-oh, oh-oh-oh-oh-woah-oh
Oh-oh, oh, woah-oh, oh-oh-oh-oh-woah-oh",187,180
Razor Boy,Steely Dan,45,122,03:10,63,43,80,54,10,-13,10B,Steely Dan,Razor Boy,"classic rock, rock, jazz fusion, steely dan, 70s","I hear you are singing a song of the past
I see no tears
I know that you know it may be the last
For many years
You'd gamble or give anything to be in with
The better half
But how many friends must I have to begin with
To make you laugh?

Will you still have a song to sing
When the razor boy comes
And takes your fancy things away?
Will you still be singing it
On that cold and windy day?

You know that the coming is so close at hand
You feel alright
I guess only women in cages can stand
This kind of night
I guess only women in cages can play down
The things they lose
You think no tomorrow will come when you lay down
You can't refuse

Will you still have a song to sing
When the razor boy comes
And takes your fancy things away?
Will you still be singing it
On that cold and windy day?

I guess only women in cages can play down
The things they lose
You think no tomorrow will come when you lay down
You can't refuse

Will you still have a song to sing
When the razor boy comes
And takes your fancy things away?
Will you still be singing it
On that cold and windy day?",190,190
Belinda Says,Alvvays,48,119,02:45,35,75,7,31,0,-4,12B,Alvvays,Belinda Says,"indie pop, shoegaze, noise pop, dream pop, rock","Can't explain my ankle sprain
I didn't really feel it
New dress could turn your head
But how long 'til we reel it in?

Paradise and I find myself paralyzed
Knowing all too well

Blue Rev behind the rink
I didn't really need it
Circumspect when you call collect
To see if I would keep it

Paradise and I find myself paralyzed
Knowing all too well terrified
But I'll find my way

Moving to the country
Gonna have that baby
Wait tables in town
I know word gets around
Moving to the country
Gonna have this baby
See how it goes
See how it grows

And I find myself paralyzed
Knowing all too well terrified
But I'll find my way

I'll egress to Inverness with nothing in my pocket
Bеlinda says that heaven is a place on еarth
Well, so is hell
And we'll all get help paradise
And we'll start another life",165,160
All I Want Is You,Barry Louis Polisar,57,90,02:37,69,40,38,75,0,-11,9B,Barry Louis Polisar,All I Want Is You,"folk, juno, Soundtrack, acoustic, juno soundtrack","If I was a flower growing wild and free
All I'd want is you to be my sweet honey bee
And if I was a tree growing tall and green
All I'd want is you to shade me and be my leaves
If I was a flower growing wild and free
All I'd want is you to be my sweet honey bee
And if I was a tree growing tall and green
All I'd want is you to shade me and be my leaves
All I want is you, will you be my bride
Take me by the hand and stand by my side
All I want is you, will you stay with me?
Hold me in your arms and sway me like the sea
If you were a river in the mountains tall
The rumble of your water would be my call
If you were the winter, I know I'd be the snow
Just as long as you were with me, let the cold winds blow
All I want is you, will you be my bride
Take me by the hand and stand by my side
All I want is you, will you stay with me?
Hold me in your arms and sway me like the sea
If you were a wink, I'd be a nod
If you were a seed, well I'd be a pod
If you were the floor, I'd wanna be the rug
And if you were a kiss, I know I'd be a hug

All I want is you, will you be my bride
Take me by the hand and stand by my side
All I want is you, will you stay with me?
Hold me in your arms and sway me like the sea
If you were the wood, I'd be the fire
If you were the love, I'd be the desire
If you were a castle, I'd be your moat
And if you were an ocean, I'd learn to float
All I want is you, will you be my bride
Take me by the hand and stand by my side
All I want is you, will you stay with me?
Hold me in your arms and sway me like the sea",157,150
Parade,Kevin Morby,0,150,05:25,50,52,19,49,10,-11,11B,Kevin Morby,Parade,"fav, 2014, nachspiel, mtv catfish, gr last","If you come to find out who you are
Then, may you find out, may you find out who you are
And if you come to search for what is lost
Then may you find it, may you find it at any cost
And if you come o'er from far
Then, may it not touch you or ever do you harm
And if you come, oh, so soft
You may look up one day and you'll be hard

If I were to die today
Slaughtered in that masquerade
The last thing that you'd hear me say:
Put my body on display in the parade
Passing slowly through the town
My feet, they cannot touch the ground of the parade

All of my friends were there, waiting on me
Oh, Laurie was there, waiting on me
Anna was there, waiting on me
I have come, I will go, just the same

If I were to die today
Puppet in that grey charade
The last thing that you'd hear me say is
Bury me in different shades of the parade
Passing slowly through the town
My feet, they can not touch the ground
Go now, you'll go but, oh, just how?
Never leave this, never leave this town of the parade

(Didn't I tell you?
Oh, walk down through the alley
And wasn‘t I in search for
Oh, somebody just like you?
Open up your window, throw down your hair
I'll climb it anywhere
I feel just like a boy
Still life with the rejects from the Island of misfit toys)",325,320
Manifest,Andrew Bird,54,100,05:17,63,62,32,42,0,-6,5A,Andrew Bird,Manifest,fip,"I'm coming to the edge of the widest canyon
My companions' dear
I'm starting to question my manifest destiny
My claim to this frontier

I'm coming to the brink of a great disaster
The end just has to be near
The Earth spins faster, whistles right past you
Whispers death in your ear
Don't pretend you can't hear
Don't pretend you can't

I can hear your tendrils still digging
For everything that's walked this Earth once living
Then to be exhumed and burned to vapor
Can you save her?
Now she's in the air
Radical and free
Neither here nor there
She's obliged to no one
She's obliged to no one
Yeah, yeah

I'm coming to the edge of a rising ocean
Such commotion and fear
Keeping all our eyes on what's on the horizon
And all that we hold dear

I'm coming to the brink of a great disaster
End just has to be near
The Earth spins faster, whistles right past you
Whispers death in your ear
Don't pretend you can't hear
Don't pretend you can't

I can hear your tendrils still digging
For everything that's walked this Earth once living
Then to be exhumed and burned to vapor
Can you save her?
She's in the air
Radical and free
Not a goddamn care
She's obliged to no one
She's obliged to no one
Oh, no

Don't pretend you can't hear
Don't pretend you can't hear",317,310
Rikki Don't Lose That Number,Steely Dan,68,116,04:32,64,41,82,58,10,-15,10B,Steely Dan,Rikki Don't Lose That Number,"classic rock, 70s, rock, steely dan, Jazz Rock","We hear you're leavin', that's okay
I thought our little wild time had just begun
I guess you kind of scared yourself, you turn and run
But if you have a change of heart

Rikki, don't lose that number
You don't wanna call nobody else
Send it off in a letter to yourself
Rikki, don't lose that number
It's the only one you own
You might use it if you feel better
When you get home

I have a friend in town, he's heard your name
We can go out driving on Slow Hand Row
We could stay inside and play games, I don't know
And you could have a change of heart

Rikki, don't lose that number
You don't wanna call nobody else
Send it off in a letter to yourself
Rikki, don't lose that number
It's the only one you own
You might use it if you feel better
When you get home


You tell yourself you're not my kind
But you don't even know your mind
And you could have a change of heart

Rikki, don't lose that number
You don't wanna call nobody else
Send it off in a letter to yourself
Rikki, don't lose that number
It's the only one you own
You might use it if you feel better
When you get home

Rikki, don't lose that number
(Rikki, don't lose that number)
Rikki, don't lose that number",272,270
The Limit To Your Love,Feist,16,152,04:21,56,36,67,33,10,-8,7B,Feist,The Limit To Your Love,"female vocalists, indie, singer-songwriter, chillout, Mellow","British singer James Blake did a cover of this song, as well as jazz trio BADBADNOTGOOD.Clouds part
Just to give us a little sun

There's a limit to your love
Like a waterfall in slow motion
Like a map with no ocean
There's a limit to your love
Your love, your love, your love

There's a limit to you care
So carelessly there
Is it truth or dare?
There's a limit to your care

I love, I love, I love
This dream of going upstream
I love, I love, I love
The trouble that you give me
I know, I know, I know
That only I can save me
I'll go, I'll go, I'll go
Right down the road

There's a limit to your love
Like a waterfall in slow motion
Like a map with no ocean
There's a limit to your love
Your love, your love, your love

I can't read your smile
It should be written on your face
I'm piecing it together
There's something out of place
Oh

I love, I love, I love
This dream of going upstream
I love, I love, I love
The trouble that you give me
I know, I know, I know
That only I can save me
I'll go, I'll go, I'll go
Out on the road

Because there is no limit
There's no limit
No limit, no limit, no limit
Limit to my love",261,260
The Shell,Lucy Dacus,42,138,04:37,55,33,5,9,10,-10,10B,Lucy Dacus,The Shell,"indie rock, female vocalists, Lucy Dacus, indie, singer-songwriter","I'm a ghost walking in a boring dream
You are there talking and I'm not listening
I am busy doing nothing and you're rudely interrupting
It's a myth and now I see it clearly
You don't have to be sad to make something worth hearing
Now I'm common and content, one more burden off my back

You don't wanna be a creator
Doesn't mean you've got nothing to say
Put down the pen, don't let it force your hand

I'm a ghost walking on an empty street
No name anymore, no need to call for me
I'm a long-lost hometown hero
Latent legendary past lives within me
If I had the offer to do it again
Make me invincible, invisible, or brain dead
If the body and the life were two things that we could divide
I'd deliver up my shell to be filled with somebody else

You don't wanna be a creator
Doesn't mean you've got nothing to say
Put down the pen, don't let it force your hand
You don't wanna be a leader
Doesn't mean you don't know the way
Hold your own hand, walk on without a plan",277,270
Somewhere Down The Crazy River,Robbie Robertson,50,82,04:55,54,36,6,75,10,-18,4A,Robbie Robertson,Somewhere Down The Crazy River,"singer-songwriter, rock, classic rock, 80s, chill","Yeah, I can see it now
The distant red neon shivered in the heat
I was feeling like a stranger in a strange land
You know, where people play games with the night
God, it was too hot to sleep
I followed the sound of a jukebox coming from up the levee
All of a sudden, I could hear somebody whistling from right behind me
I turned around, and she said
""Why do you always end up down at Nick's Cafe?""
I said, ""Uh, I don't know, the wind just kinda pushed me this way""
She said, ""Hang the rich""

Catch the blue train
Places never been before
Look for me
Somewhere down the crazy river
(Somewhere down the crazy river)
Ooh, catch the blue train
All the way to Kokomo
You can find me
Somewhere down the crazy river
(Somewhere down the crazy river)

Take a picture of this
The fields are empty, abandoned '59 Chevy
Laying in the back seat listening to Little Willie John
Yeah, that's when time stood still
You know, I think I'm gonna go down to Madam X
And let her read my mind
She said, ""That voodoo stuff don't do nothing for me""

I'm a man with a clear destination
I'm a man with a broad imagination
You fog the mind, you stir the soul
I can't find no control
Ooh

Catch the blue train
Places never been before
Look for me
Somewhere down the crazy river
(Somewhere down the crazy river)
Ooh, catch the blue train
All the way to Kokomo
You can find me
Somewhere down the crazy river
(Somewhere down the crazy river)

Wait, did you hear that?
Oh, this is sure stirring up some ghosts for me
She said, ""There's one thing you gotta learn
Is not to be afraid of it""
I said, ""No, I like it, I like it, it's good""
She said, ""You like it now
But you'll learn to love it later""

I been spellbound
Falling in trances
I been spellbound
Falling in trances
You give me the shivers
Chills and fever
You give me the shivers
You give me the shivers
I been spellbound
I been spellbound
I been spellbound
(Somewhere down the crazy river)
Somewhere down the crazy river",295,290
