Song,Artist,Genre Tags,Tag Source
Livin' la Vida Loca,Ricky Martin,"latin, pop, dance, 90s, Ricky Martin",track
Break Me Down,Rockstarliiife,"pop rock, rock, pop, indie, singer-songwriter",artist
Torn,Natalie Imbruglia,"pop, female vocalists, 90s, australian, rock",track
House of the Acid Moon,Disintegration C.E.,,none
I Have Nothing,Whitney Houston,"female vocalists, pop, soul, whitney houston, rnb",track
Say My Name,Destiny's Child,"rnb, pop, destinys child, female vocalists, 90s",track
Rumor Is,4NRhythm,"seen live, female vocalists, rock, alternative rock, acoustic",artist
Losing My Religion,R.E.M.,"rock, 90s, alternative, alternative rock, REM",track
Electric Hearts,Fabian Starr,,none
Everybody (Backstreet's Back) - Radio Edit,Backstreet Boys,"pop, 90s, dance, boybands, backstreet boys",track
They Don't Care About Us,Michael Jackson,"pop, michael jackson, 80s, dance, king of pop",track
Made For Me,SRJR Productions,"Gabber, hardcore techno, trance, techno, House",artist
Freedom! '90 - Remastered,George Michael,"pop, 90s, dance, 80s, George Michael",track
Fair,WiLL,,none
Don't Speak,No Doubt,"90s, rock, pop, female vocalists, alternative",track
Bitter Sweet Symphony,The Verve,"britpop, rock, alternative, 90s, indie",track
Too Fast For Love,The Wood Floors,,none
It's My Life,Dr. Alban,"90s, dance, eurodance, pop, party",track
GEMINI,Rub!xmusic,"surf music, Surf, folk, brazil, alternative",artist
Don't Look Back in Anger - Remastered,Oasis,"britpop, rock, 90s, british, oasis",track
No Scrubs,TLC,"rnb, 90s, pop, female vocalists, Hip-Hop",track
void,roby,"dance, House, roby, robert pluta, Disco",artist
Bad Bitches,DaKid dipuo,"singer-songwriter, rock, alternative, austin, seen live",artist
Back for Good - Radio Mix,Take That,"pop, 90s, british, boybands, britpop",track
SMART LIKE A SNAKE,"Stteffen Kraus,Paulo Zgraia","shoegaze, New Zealand, experimental, psychedelic, noise pop",artist
Don't Let the Sun Go Down on Me,"George Michael,Elton John","pop, cover, pop rock, covers, George Micheal",track
One,U2,"rock, U2, classic rock, 90s, pop",track
Shell Shock,Shovelhead A.D.,,none
Without You,Mariah Carey,"pop, Mariah Carey, female vocalists, soul, Love",track
Requiem,Herr Schoen,"martial industrial, neoclassical, neofolk, apocalyptic folk, martial",artist
Two Princes,Spin Doctors,"90s, rock, alternative rock, alternative, pop",track
I Try,Macy Gray,"soul, female vocalists, rnb, pop, macy gray",track
I Speak Jesus - Cover,"Rhonda,Micah",,none
I've Been Thinking About You,Londonbeat,"90s, pop, dance, 80s, Disco",track
Flames,Age of High,,none
Truly Madly Deeply,Savage Garden,"pop, 90s, Love, romantic, savage garden",track
Nothing Compares 2 U,Sinéad O'Connor,"female vocalists, 90s, pop, irish, alternative",track
Eating a Reuben Alone in a DMV Bathroom,Sipul,,none
Waiting for Tonight,Jennifer Lopez,"pop, dance, latin, 90s, female vocalists",track
Dead End,Neurotics,"punk, alternative rock, alternative metal, Oi, Alternative and punk",artist
The Rhythm of the Night,Corona,"dance, 90s, eurodance, female vocalists, Dance 90s",track
Miami,Will Smith,"Hip-Hop, rap, 90s, hip hop, pop",track
LOW,HOUSECARTEL,,none
Here With Me,Dido,"pop, female vocalists, dido, chillout, british",track
Liars and Thieves,Paul Hutchinson,,none
"Fastlove, Pt. 1",George Michael,"pop, soul, dance-pop, 90s, r&b",track
What Is Love - 7  Mix,Haddaway,"dance, 90s, eurodance, pop, Disco",track
Parallelogram,Mr Sweet,,none
Heal the World,Michael Jackson,"pop, michael jackson, 90s, 80s, rock",track
Lift Me Up,"GONE ASTRAY,Elle Vee",,none
Learn to Fly,Foo Fighters,"rock, alternative rock, foo fighters, alternative, Grunge",track
Genie in a Bottle,Christina Aguilera,"pop, Christina Aguilera, 90s, female vocalists, dance",track
A Taste of Honey,Robert McGinty,"instrumental, french, easy listening, male, pop",artist
Smooth (feat. Rob Thomas),"Santana,Rob Thomas","rock, Latin Rock, latin, santana, guitar",track
Back Drop,Dsplita,"pop, 70s, singer-songwriter, oldies, 80s",artist
Where Do You Go,No Mercy,"90s, pop, dance, no Mercy, dance pop",track
A Girl Like You,Edwyn Collins,"90s, rock, pop, alternative, Soundtrack",track
Woulda Came Back,Perry Michaels,,none
Mmm Mmm Mmm Mmm,Crash Test Dummies,"90s, rock, alternative, Canadian, pop",track
Return to Lullaby Mountain,Robert McGinty,"folk, Canadian, sea shanties, maritime music, All",artist
Black or White,Michael Jackson,"pop, michael jackson, 90s, dance, 80s",track
If You Had My Love,Jennifer Lopez,"pop, female vocalists, dance, rnb, jennifer lopez",track
Re-Birth - EP,Beth Gladen,,none
No More  I Love You's ,Annie Lennox,"female vocalists, pop, 80s, singer-songwriter, rock",artist
I Try!!!,Samara Davis,"trance, uplifting trance, electronic, electronica, seen live",artist
Tearin' up My Heart - Radio Edit,*NSYNC,"pop, 90s, guilty pleasure, boybands, dance",track
Dont have 2 muve wit dem,Bronzo The OSV,,none
All Star,Smash Mouth,"rock, alternative, pop, 90s, Soundtrack",track
Living For The Sunrise,Mike Lennon,"easy listening, music for H",artist
Insane in the Brain,Cypress Hill,"Hip-Hop, rap, hip hop, 90s, Cypress Hill",track
Emergency,Rudely Interrupted,,none
Drive,Incubus,"alternative rock, rock, alternative, incubus, indie",track
Dance With Me,Giulio Larovere,"ambient, drone, field recordings, siena, electroacoustic",artist
Last Breath,Joel McColl,"indie rock, stories under nails",artist
Macarena,Los Del Rio,"dance, 90s, latin, pop, party",track
As,"George Michael,Mary J. Blige","pop, George Michael, soul, 90s, british",track
It Ain't Automatic,Joel McColl,"miami bass, Hip-Hop, hip hop, turntablist, rap",artist
7 Seconds (feat. Neneh Cherry),"Youssou N'Dour,Neneh Cherry","soul, 90s, r&b, Ballad, duet",track
Take Me Away,Sherise,"Stoner Rock, rock, hard rock, stoner, seen live",artist
All That She Wants,Ace of Base,"90s, pop, dance, eurodance, swedish",track
Wanna Dance,BRUNSWICK,,none
Sweet Dreams,La Bouche,"dance, 90s, eurodance, 90s dance, La Bouche",track
Sunrise Dreams,Children of A.I.,,none
Gettin' Jiggy Wit It,Will Smith,"Hip-Hop, 90s, rap, hip hop, dance",track
Love Me,Chelsea Otto Ferary,"pop, female vocalists, USA, american, us",artist
Waterfalls,TLC,"rnb, 90s, pop, soul, tlc",track
Ultraterrestrial,JB!! aka Dirty Moses,"electronic, Stoner Rock, idm, techno, Progressive metal",artist
Born to Make You Happy,Britney Spears,"pop, Britney Spears, female vocalists, 90s, Love",track
I'm Feelin' U Baby,BiG HueB,,none
Men In Black - From  Men In Black  Soundtrack,Will Smith,"Soundtrack, hip hop, 90s, rap, pop",track
Heaven and Hell,James Marsh,"Progressive House, black metal, british, House, electronic",artist
Under the Bridge,Red Hot Chili Peppers,"rock, alternative, Red Hot Chili Peppers, 90s, alternative rock",track
Burnin‘ Slow,Asiq,"Gangsta Rap, G-funk, Hip-Hop, West Coast Rap, rap",artist
Quit Playing Games (With My Heart),Backstreet Boys,"pop, 90s, backstreet boys, boybands, male vocalists",track
Where The Hell I Belong,Sten Veiths,"melodic metal, heavy metal, metal, finnish, christian metal",artist
Jump,Kris Kross,"90s, Hip-Hop, old school, rap, hip hop",track
Летний вечер,Olga Neff,"russian, rock, 70s, 80s, dance",artist
I Believe I Can Fly,R. Kelly,"rnb, 90s, soul, Soundtrack, space jam",track
Legacy,"Juice of Canada,Yvng Chriis","ambient, electronic, idm, electronica, chillout",artist
When a Man Loves a Woman,Michael Bolton,"romantic, love song, pop, Love, Ballad",track
Pancakes,Olga Neff,,none
Composer's Desire,ShayDream,"electro, electronic, french, french electro, seen live",artist
Don't You (Forget About Me) - Remastered 2001,Simple Minds,"80s, new wave, pop, rock, pop rock",track
Too Long,Skye,,none
Designer DRVG - Demo,Q-Rhyus,,none
Like A Warrior,Ana Gracey,,none
Like That,Jamaine Leone,,none
Singing With My Fingers,Stephen Todd,,none
Baby Blue Clipz,Ill Smith,"rap, Hip-Hop, G-Unit, hip hop, Gangsta Rap",artist
Tell Me,"Monika Talach,Nino Chill",,none
Reign of Disease,Aegror,"psychobilly, rockabilly, horror punk, punk, punk rock",artist
Believe,Cher,"pop, dance, 90s, cher, female vocalists",track
Eye,Tynch,,none
No Sleep for the Brave,Kaíyla,,none
Kiss from a Rose,Seal,"pop, 90s, soul, Ballad, Soundtrack",track
Empty Bottle Of Whiskey Dreams,Mark Cicero CZ,"C64, Soundtrack, chiptune, demoscene, amiga",artist
What's Up?,4 Non Blondes,"90s, rock, female vocalists, pop, alternative",track
Go Head,"dykingz,Ayotrey","Dirty South, rap, Hip-Hop, hip hop, southern rap",artist
(I've Had) The Time Of My Life - theme from the motion picture  Dirty Dancing ,"Bill Medley,Jennifer Warnes","80s, pop, The time of my life, soul, female vocalists",track
Hypnautik,Disintegration C.E.,,none
Don't give up,Drake Dowd,"Alt-country, singer-songwriter, country, americana, southern gothic",artist
What's Love Got to Do with It - 2015 Remaster,Tina Turner,"80s, pop, female vocalists, soul, rock",track
The Sign,Ace of Base,"pop, 90s, dance, eurodance, Ace Of Base",track
Low Key,Yeps Official,,none
All inclusive Wahnsinn,DJ Ugly,"seen live, Hip-Hop, swiss hip hop, swiss, Mundart",artist
Don't Stop Believin' (2022 Remaster),Journey,"rock, arena rock, 1981, my top songs, MySpotigramBot",track
Ignition,JBista,"rnb, soul, Hip-Hop, rap, hip hop",artist
Ironic - 2015 Remaster,Alanis Morissette,"rock, female vocalists, 90s, alternative, pop",track
Sound Fracture - (A past story of an alien invasion),NoNo,"mashup, mash-up, bastard pop, bootleg, hip hop",artist
I'm Like A Bird,Nelly Furtado,"pop, female vocalists, Nelly Furtado, Canadian, female vocalist",track
Come Here,"Christian Gustafsson,The Mysterious G",,none
Bad N Boujee,"J Wilz,LOAD B,X4",,none
Walk On Fire,Kaíyla,"folk, singer-songwriter, indie, Alt-country, female vocalists",artist
I Still Haven't Found What I'm Looking For,U2,"rock, U2, 80s, classic rock, irish",track
Watching The Dawn,Richy McLoughlin,"experimental, Avant-Garde, female vocalists, japanese, alternative",artist
Bitch,Meredith Brooks,"rock, female vocalists, 90s, pop, alternative",track
Mi deserción,Marta Tchai,,none
Clarity,Sean Slick,,none
Save Tonight,Eagle-Eye Cherry,"90s, rock, pop, alternative, pop rock",track
Living This Way,Caleb Taker,"heavy metal, metalcore, hardcore, hard rock, speed metal",artist
Falling or Flying,Mimskiii,"rock, blues, indie, female vocalists, seen live",artist
Let Me Breathe,CELINE,"female vocalists, singer-songwriter, rock, pop, indie",artist
FITTED,It'sYaBoiH2,"Hip-Hop, australian, turntablism, Aussie Hip-Hop, beats",artist
Tokyo,RdoubleU,"electronic, acid house, techno, House, electronica",artist
Crazy - 2022 Remaster,Seal,"pop, 90s, soul, Seal, rock",track
Cloud 9,ItzJaa,"eurodance, dance, pop, female vocalists, Europop",artist
Like A Man (F.L.A.M),Envy Marshall,,none
I Don't Wanna Lose Your Love,"Karen Thornton,Jim Witter","soul, rhythm and blues, Chicago Soul, northern soul, rnb",artist
One Of Us,Joan Osborne,"female vocalists, rock, 90s, pop, singer-songwriter",track
Taking Chances,Lori,"skate punk, melodic punk, punk rock, melodic hardcore, post-hardcore",artist
Runaway Train (2022 Remaster),Soul Asylum,"alternative, folk rock, indie, pop rock, soft rock",track
Ghosts in the Air,Jas Stewart,,none
Universe,Ulf Ahlberg,,none
Pleasure and Pain,Amanda Aman,"ebm, industrial, minimal synth, electronic, Belgium",artist
She's Like the Wind (feat. Wendy Fraser) - From  Dirty Dancing  Soundtrack,"Patrick Swayze,Wendy Fraser","Soundtrack, pop",track
Angels,Robbie Williams,"pop, robbie williams, britpop, british, rock",track
Umbra,Del/Ctrl,"alternative rock, polish, Nu Metal, alternative, rock",artist
Just Like a Pill,P!nk,"pop, pop rock, rock, female vocalists, pink",track
Th£ W0rld ¡s ¥orz,Ehwlos,"j-pop, japanese, Johnnys entertainment, JPop, johnnys",artist
To Be With You - 2021 Remastered,Mr. Big,"rock, 90s, rock ballads, hard rock, classic rock",track
Another Go,Christel Golden,"trip-hop, indie, electronica, alternative, indie pop",artist
MMMBop,Hanson,"pop, 90s, happy, Hanson, fun",track
Binary Serenity,B3N&J8CUB,"dark ambient, ambient, electronic, industrial, Space Ambient",artist
Tubthumping,Chumbawamba,"90s, pop, alternative, rock, party",track
no te disculpes,Lui vega,,none
When You're Gone,"Bryan Adams,Melanie C","rock, bryan adams, soft rock, classic rock, pop",track
Beautiful Day,U2,"rock, U2, pop, irish, alternative",track
Move It,BazUk,"House, deep house, electronic, minimal, germany",artist
Free Fallin',Tom Petty,"classic rock, rock, 80s, Tom Petty, Southern Rock",track
Princess without a crown,Jeremia,"hard rock, rock, seen live, sleaze rock, swedish",artist
Champagne Stars and Nights,SmashLode,"Classical, symphonic, Soundtrack, orchestra, Czech",artist
Everybody Hurts,R.E.M.,"rock, alternative, 90s, REM, sad",track
Close To You,Enoch Braxton,"rnb, soul, female vocalists, pop, 90s",artist
Innocence and Splendor,The Steve Klatt Project,,none
Wherever You Will Go,The Calling,"rock, alternative rock, The Calling, alternative, pop",track
Gal Dem,Animal man,"reggae, jazz, UK, piano, Post-Bop",artist
Feel,Robbie Williams,"pop, robbie williams, british, britpop, rock",track
Met Him at The Trail Ride,"SRJR Productions,Chay Crews",,none
CRITICAL,CalmSeize,,none
Man in the Mirror - 2012 Remaster,Michael Jackson,"pop, michael jackson, 80s, soul, king of pop",track
Breathless,The Corrs,"pop, irish, female vocalists, the corrs, rock",track
Up Where We Belong - From  An Officer And A Gentleman ,"Joe Cocker,Jennifer Warnes","rock, classic rock, 80s, Joe Cocker, blues",track
Believer,Imagine Dragons,"rock, pop rock, 2017, pop, alternative",track
Bohemian Rhapsody - Remastered 2011,Queen,"classic rock, rock, Queen, 70s, 80s",track
Mr. Brightside,The Killers,"rock, indie, indie rock, alternative, alternative rock",track
Wonderwall,Oasis,"rock, britpop, 90s, alternative, oasis",track
Last Nite,The Strokes,"indie rock, rock, indie, alternative rock, alternative",track
Don't Stop Me Now - Remastered 2011,Queen,"classic rock, rock, Queen, 70s, 80s",track
In the End,Linkin Park,"rock, Nu Metal, Linkin Park, alternative rock, alternative",track
I Hate Myself For Loving You,Laura Bryna,"country, female vocalists",artist
Shut Up and Dance,WALK THE MOON,"indie pop, pop, rock, dance, pop rock",track
Smells Like Teen Spirit,Nirvana,"Grunge, rock, Nirvana, 90s, alternative",track
Ride,Twenty One Pilots,"indie pop, alternative hip hop, electropop, rock, reggae",track
Saturn,Nick Phoenix,,none
Pompeii,Bastille,"indie, pop, british, alternative, 2013",track
Stressed Out,Twenty One Pilots,"indie pop, alternative, indie, alternative hip hop, hip hop",track
Catch A Flight,Nana Klumpp,"reggae, rock, soul, reggae-rock, seen live",artist
Seven Nation Army,The White Stripes,"rock, alternative rock, alternative, indie, indie rock",track
She Runs Hot,Ghost Hounds,,none
Numb,Linkin Park,"rock, Nu Metal, Linkin Park, alternative rock, alternative",track
Hotel California - 2013 Remaster,Eagles,"classic rock, rock, 70s, Eagles, oldies",track
That's Why,Chris App,,none
Californication,Red Hot Chili Peppers,"rock, alternative rock, alternative, Red Hot Chili Peppers, funk",track
Firebird,Desire Machines,"instrumental, indie, rock, alternative, ambient",artist
Radioactive,Imagine Dragons,"indie, rock, alternative, indie rock, american",track
Can't Stop,Red Hot Chili Peppers,"rock, alternative rock, funk, alternative, Red Hot Chili Peppers",track
Highway to Hell,AC/DC,"hard rock, rock, classic rock, ACDC, heavy metal",track
Untie Me,RealLifeBLVD,"chillout, lounge, trip-hop, electronic, ambient",artist
Sweet Home Alabama,Lynyrd Skynyrd,"classic rock, Southern Rock, rock, 70s, lynyrd skynyrd",track
Listen,Chris Erasmus,,none
Take Me To Church,Hozier,"indie, soul, favorite track right now, 2013, indie rock",track
Black Cat,Laura Bryna,"country, female vocalists",artist
Iris,The Goo Goo Dolls,"rock, alternative rock, 90s, alternative, Love",track
How to Save a Life,The Fray,"alternative, rock, piano rock, indie, alternative rock",track
You'll Never Find Me,Ghost Hounds,,none
Natural,Imagine Dragons,"rock, 2018, indie, alternative, alternative rock",track
Running in the Dark,Wolves On Tape,,none
Centuries,Fall Out Boy,"rock, alternative, punk rock, pop rock, pop",track
We Will Rock You - Remastered 2011,Queen,"rock, classic rock, Queen, 70s, 80s",track
She's so Heroine,Kelly Moneymaker,"pop, singer-songwriter, USA, singer-songwriters, female artists",artist
Thunderstruck,AC/DC,"hard rock, rock, classic rock, ACDC, heavy metal",track
Creep,Radiohead,"alternative, rock, alternative rock, radiohead, indie",track
OK OK,Altered by Mom,,none
Fade Away,The Sun Kings,"rock, alternative, alternative rock, metal, punk",artist
Feel Good Inc.,"Gorillaz,De La Soul","alternative, electronic, Hip-Hop, rock, gorillaz",track
Chop Suey!,System Of A Down,"alternative metal, metal, rock, System of a Down, alternative",track
