Song,Artist,Popularity,BPM,Genres,Parent Genres,Time,Dance,Energy,Acoustic,Instrumental,Happy,Speech,Live,Loud (Db),Key,Time Signature,Camelot,Artist_Clean,Song_Clean
Real Luv (feat. Summer Walker),"Moneybagg Yo,Summer Walker",41,97,"memphis rap, r&b","Hip Hop, R&B",03:19,78,56,2,0,16,0,10,-6,C♯/D♭,4,3B,Moneybagg Yo,Real Luv (feat. Summer Walker)
White Tee (with NO1-NOAH),"Summer Walker,NO1-NOAH",68,125,"r&b, ",R&B,03:31,79,37,74,0,34,10,10,-8,C♯/D♭,4,3B,Summer Walker,White Tee (with NO1-NOAH)
Wrong or Right,Blxst,40,100,,,02:43,75,53,47,0,46,20,10,-5,F#/G♭,4,2B,Blxst,Wrong or Right
Be Alone,Blxst,42,93,,,02:34,61,62,83,0,69,40,10,-5,G#/A♭ minor,4,1A,Blxst,Be Alone
Just Say'n,Blxst,41,166,,,02:53,69,51,73,0,19,0,10,-4,C,4,8B,Blxst,Just Say'n
NO MAKEUP (feat. King Combs),"Bino Rideaux,King Combs",35,102,,,02:21,71,42,31,0,43,20,10,-11,A#/B♭ minor,4,3A,Bino Rideaux,NO MAKEUP (feat. King Combs)
Might Do Well,"Blxst,Bino Rideaux",40,199,,,02:43,44,55,9,0,46,30,10,-7,C♯/D♭ minor,4,12A,Blxst,Might Do Well
Still Your Best,GIVĒON,43,114,r&b,R&B,02:57,53,41,48,0,22,0,10,-8,F#/G♭,1,2B,GIVĒON,Still Your Best
WFM,RealestK,57,80,,,02:16,44,18,72,0,25,0,10,-18,C♯/D♭,4,3B,RealestK,WFM
Pride 2 The Side,Bino Rideaux,21,83,,,02:41,58,43,1,0,9,30,0,-13,F#/G♭ minor,4,11A,Bino Rideaux,Pride 2 The Side
SWM,RealestK,54,124,,,03:06,67,19,72,0,28,0,10,-18,E minor,3,9A,RealestK,SWM
Tonight,Summer Walker,70,106,r&b,R&B,02:56,72,53,17,0,22,0,0,-7,C♯/D♭,4,3B,Summer Walker,Tonight
Happier Than Ever,ASTN,64,98,,,01:49,67,46,34,0,27,40,10,-7,F#/G♭ minor,4,11A,ASTN,Happier Than Ever
Sativa,"Jhené Aiko,Swae Lee",80,126,"r&b, ",R&B,04:36,74,61,32,0,72,0,50,-7,F#/G♭ minor,4,11A,Jhené Aiko,Sativa
Never Call Me,"Jhené Aiko,Kurupt",63,99,"r&b, g-funk, west coast hip hop, gangster rap","Hip Hop, R&B",04:30,48,31,87,0,13,20,10,-10,D minor,3,7A,Jhené Aiko,Never Call Me
Remember Me,Jeremih,60,134,,,02:55,53,32,65,0,4,0,10,-9,C♯/D♭ minor,4,12A,Jeremih,Remember Me
be mine this christmas,Bryson Tiller,39,86,r&b,R&B,03:23,62,62,21,0,73,40,30,-7,F#/G♭ minor,4,11A,Bryson Tiller,be mine this christmas
presents (feat. Kiana Ledé),"Bryson Tiller,Kiana Ledé",41,84,"r&b, ",R&B,02:40,72,65,8,0,48,10,10,-7,A#/B♭ minor,4,3A,Bryson Tiller,presents (feat. Kiana Ledé)
F*****g Fans,Drake,65,87,rap,Hip Hop,04:05,78,42,21,0,17,10,10,-10,E minor,4,9A,Drake,F*****g Fans
Like I Want You,GIVĒON,80,120,r&b,R&B,04:20,68,36,76,0,44,0,10,-8,A#/B♭ minor,3,3A,GIVĒON,Like I Want You
Always n Forever (feat. Lil Baby),"Mariah the Scientist,Lil Baby",70,162,"alternative r&b, ","Pop, R&B",03:17,63,46,26,0,22,20,20,-10,C♯/D♭,4,3B,Mariah the Scientist,Always n Forever (feat. Lil Baby)
Good Evening,"Shordie Shordie,Murda Beatz",47,100,,,02:17,70,67,2,0,43,20,10,-8,A minor,4,8A,Shordie Shordie,Good Evening
Essence (feat. Justin Bieber & Tems),"Wizkid,Justin Bieber,Tems",61,104,"afrobeats, afrobeat, afropop, azonto, afroswing, afropiano, alté","R&B, Traditional Music, Electronic, Pop, Hip Hop",04:23,84,69,2,0,58,10,10,-6,C,4,8B,Wizkid,Essence (feat. Justin Bieber & Tems)
LOVE YOU BETTER,Future,53,75,rap,Hip Hop,02:09,71,36,48,0,54,20,10,-9,F,4,7B,Future,LOVE YOU BETTER
Finesse,Drake,76,95,rap,Hip Hop,03:02,81,32,13,0,30,0,10,-8,C minor,4,5A,Drake,Finesse
The Way Life Goes (feat. Oh Wonder),"Lil Uzi Vert,Oh Wonder",80,82,"melodic rap, ",Hip Hop,03:41,70,76,62,0,70,0,10,-4,C♯/D♭,4,3B,Lil Uzi Vert,The Way Life Goes (feat. Oh Wonder)
OUTTA LINE,"Bino Rideaux,Ty Dolla $ign",32,93,,,02:43,42,60,8,0,46,30,30,-9,C♯/D♭ minor,1,12A,Bino Rideaux,OUTTA LINE
FEELING YOURSELF (feat. Kalan.FrFr),"Bino Rideaux,Kalan.FrFr",19,180,,,03:17,46,48,50,0,57,20,30,-10,C♯/D♭ minor,3,12A,Bino Rideaux,FEELING YOURSELF (feat. Kalan.FrFr)
Bother You,Bino Rideaux,37,95,,,02:52,71,69,39,0,51,0,30,-8,A#/B♭ minor,4,3A,Bino Rideaux,Bother You
Karma,Summer Walker,74,114,r&b,R&B,03:08,59,29,35,0,15,0,20,-10,C♯/D♭ minor,4,12A,Summer Walker,Karma
Save Yourself,Colette Lush,53,67,,,02:48,50,25,8,0,32,0,10,-12,E minor,4,9A,Colette Lush,Save Yourself
Deep,Summer Walker,73,168,r&b,R&B,01:32,65,34,63,0,42,20,10,-10,D#/E♭ minor,4,2A,Summer Walker,Deep
Listen,11:11,41,82,,,04:49,75,33,10,3,19,0,10,-12,A#/B♭ minor,4,3A,11:11,Listen
All For Me,Mariah the Scientist,73,129,alternative r&b,"Pop, R&B",02:58,38,46,1,0,15,0,10,-8,C minor,4,5A,Mariah the Scientist,All For Me
You,11:11,46,129,,,04:12,48,56,17,0,14,10,10,-8,F minor,4,4A,11:11,You
IF YOU EVER,Bino Rideaux,41,97,,,02:08,65,47,4,0,39,10,0,-9,G,4,9B,Bino Rideaux,IF YOU EVER
Handcuffs,Steven G,0,95,,,03:29,65,59,23,0,60,10,0,-5,C,4,8B,Steven G,Handcuffs
Awkward,SZA,75,120,r&b,R&B,02:58,62,47,18,0,40,0,10,-12,F,4,7B,SZA,Awkward
The Zone,"The Weeknd,Drake",56,140,rap,Hip Hop,06:58,44,52,26,0,25,10,10,-8,D#/E♭ minor,4,2A,The Weeknd,The Zone
Not You Too (feat. Chris Brown),"Drake,Chris Brown",80,86,"rap, r&b","R&B, Hip Hop",04:29,46,45,34,0,32,0,0,-9,A minor,4,8A,Drake,Not You Too (feat. Chris Brown)
CPR,Summer Walker,66,140,r&b,R&B,03:23,69,37,64,0,14,10,10,-13,G minor,4,6A,Summer Walker,CPR
Muse,PARTYNEXTDOOR,0,97,r&b,R&B,03:23,53,63,16,0,14,0,20,-8,C,3,8B,PARTYNEXTDOOR,Muse
Spin the Block,RAAHiiM,0,120,,,03:49,55,27,11,0,29,10,10,-12,F#/G♭ minor,3,11A,RAAHiiM,Spin the Block
Favor For A Favor,Roddy Ricch,41,80,melodic rap,Hip Hop,03:00,63,59,5,0,6,10,10,-9,D,4,10B,Roddy Ricch,Favor For A Favor
Live Ya Life,"$K,Jacquees",36,147,r&b,R&B,02:23,73,44,39,0,56,10,10,-8,F,4,7B,$K,Live Ya Life
Night Time,Shordie Shordie,48,102,,,02:42,74,64,56,0,62,10,20,-7,A#/B♭ minor,4,3A,Shordie Shordie,Night Time
THINGS & SUCH,PARTYNEXTDOOR,0,91,r&b,R&B,03:57,66,55,76,0,66,0,10,-5,B minor,4,10A,PARTYNEXTDOOR,THINGS & SUCH
My Emotions,Blxst,45,95,,,02:46,70,39,27,0,23,10,20,-7,C♯/D♭ minor,4,12A,Blxst,My Emotions
Bullseye,K CAMP,28,92,,,01:54,77,46,29,0,70,30,10,-11,F#/G♭ minor,4,11A,K CAMP,Bullseye
Be Forreal,Blxst,38,75,,,02:49,75,62,25,0,74,0,10,-5,C minor,4,5A,Blxst,Be Forreal
Love Scars 3,Trippie Redd,1,70,melodic rap,Hip Hop,02:09,45,52,14,0,13,0,10,-8,G#/A♭,1,4B,Trippie Redd,Love Scars 3
Spread Thin,Mariah the Scientist,75,110,alternative r&b,"Pop, R&B",03:22,62,41,6,0,36,0,0,-8,F#/G♭ minor,4,11A,Mariah the Scientist,Spread Thin
CANDY (feat. Nipsey Hussle),"PARTYNEXTDOOR,Nipsey Hussle",53,171,"r&b, west coast hip hop","R&B, Hip Hop",02:51,46,60,0,0,14,0,10,-6,D minor,4,7A,PARTYNEXTDOOR,CANDY (feat. Nipsey Hussle)
Come over (feat. James Fauntleroy),"Nipsey Hussle,James Fauntleroy",47,86,"west coast hip hop, ",Hip Hop,03:39,68,45,35,0,17,0,10,-12,C♯/D♭,4,3B,Nipsey Hussle,Come over (feat. James Fauntleroy)
Die For You,The Weeknd,82,134,,,04:20,59,53,11,0,51,0,10,-7,C♯/D♭ minor,4,12A,The Weeknd,Die For You
LOOSE CHANGE,Brent Faiyaz,64,85,r&b,R&B,03:46,57,37,75,0,44,0,10,-9,C♯/D♭ minor,4,12A,Brent Faiyaz,LOOSE CHANGE
Feels so Right,"Larry June,DeJ Loaf",50,78,,,02:47,49,71,6,0,56,40,10,-9,B,4,1B,Larry June,Feels so Right
"Slide Thru, Pt. 2",Baby B,35,175,,,04:01,40,58,14,0,37,20,10,-8,A minor,1,8A,Baby B,"Slide Thru, Pt. 2"
"To Summer, From Cole - Audio Hug","Summer Walker,J. Cole",70,74,"r&b, rap","R&B, Hip Hop",02:27,73,47,71,0,60,30,10,-10,F#/G♭ minor,4,11A,Summer Walker,"To Summer, From Cole"
Overtime (feat. OTP.C4),"Joe Moses,OTP.C4",34,98,,,02:40,75,63,41,0,80,20,30,-7,F,4,7B,Joe Moses,Overtime (feat. OTP.C4)
Thang For You (feat. NoCap),"Rylo Rodriguez,NoCap",63,89,,,04:19,62,46,47,0,27,40,10,-6,B,4,1B,Rylo Rodriguez,Thang For You (feat. NoCap)
Go Baby,Cleo Sol,65,79,"neo soul, alternative r&b","Pop, R&B",03:56,57,18,93,44,50,20,10,-11,G#/A♭ minor,4,1A,Cleo Sol,Go Baby
Sweet Lady,"Larry June,Cardo Got Wings,DeJ Loaf",39,78,,,04:19,64,63,13,0,78,20,20,-6,A#/B♭ minor,4,3A,Larry June,Sweet Lady
Til Next Time Love,Larry June,46,151,,,02:54,54,71,5,0,56,50,0,-8,G#/A♭ minor,4,1A,Larry June,Til Next Time Love
Sin City,"Shordie Shordie,Murda Beatz",35,78,,,02:03,75,62,16,0,31,30,10,-6,C♯/D♭ minor,4,12A,Shordie Shordie,Sin City
R e s e n t m e n t,PARTYNEXTDOOR,62,94,r&b,R&B,03:44,51,23,62,3,33,0,10,-16,F,4,7B,PARTYNEXTDOOR,R e s e n t m e n t
What You Heard,Sonder,81,137,,,03:58,43,37,55,0,14,0,10,-9,D minor,4,7A,Sonder,What You Heard
Always (feat. Summer Walker) - Bonus,"Daniel Caesar,Summer Walker",66,136,r&b,R&B,03:42,57,45,68,0,17,0,10,-8,A,4,11B,Daniel Caesar,Always (feat. Summer Walker)
TLC,Sy Ari Da Kid,52,126,,,03:08,56,25,27,0,29,30,10,-13,G#/A♭ minor,4,1A,Sy Ari Da Kid,TLC
R e a l W o m a n,PARTYNEXTDOOR,38,90,r&b,R&B,03:14,68,54,56,0,22,0,0,-7,F#/G♭,4,2B,PARTYNEXTDOOR,R e a l W o m a n
Attention,Bryson Tiller,69,130,r&b,R&B,03:36,57,73,7,0,50,0,10,-5,D#/E♭ minor,4,2A,Bryson Tiller,Attention
Peace Interlude,Bryson Tiller,54,81,r&b,R&B,02:11,43,32,25,0,30,10,20,-9,G#/A♭,4,4B,Bryson Tiller,Peace Interlude
All to Myself,"Future,Metro Boomin,The Weeknd",75,118,"rap, ",Hip Hop,04:14,73,54,6,0,18,0,30,-7,E minor,4,9A,Future,All to Myself
Interlude,Hunxho,66,160,,,02:24,64,50,10,0,62,10,10,-8,F#/G♭ minor,4,11A,Hunxho,Interlude
The Resistance,Drake,69,83,rap,Hip Hop,03:45,55,74,82,0,64,10,10,-8,C,4,8B,Drake,The Resistance
Extravagant (feat. Nicki Minaj),"Lil Durk,Nicki Minaj",56,122,"drill, ",Hip Hop,04:44,76,54,1,0,28,0,10,-5,F#/G♭ minor,4,11A,Lil Durk,Extravagant (feat. Nicki Minaj)
24 Hrs (feat. Lil Tjay),"Kaash Paige,Lil Tjay",46,103,"brooklyn drill, melodic rap",Hip Hop,02:47,54,42,31,0,8,20,10,-10,G#/A♭ minor,4,1A,Kaash Paige,24 Hrs (feat. Lil Tjay)
Your Friends,Hunxho,65,78,,,02:19,68,51,17,0,46,40,10,-8,C♯/D♭,4,3B,Hunxho,Your Friends
Yes,Hunxho,62,84,,,03:14,73,84,11,0,74,30,10,-4,F minor,4,4A,Hunxho,Yes
U The 1,Hunxho,56,90,,,02:08,55,32,70,0,28,20,0,-10,B,4,1B,Hunxho,U The 1
Xho Sex,Hunxho,59,140,,,03:12,72,60,6,0,49,60,20,-8,G#/A♭ minor,4,1A,Hunxho,Xho Sex
Wait On It (feat. Bryson Tiller & Chris Brown),"Jeremih,Bryson Tiller,Chris Brown",66,83,r&b,R&B,03:25,62,63,2,0,54,20,10,-6,G#/A♭,4,4B,Jeremih,Wait On It (feat. Bryson Tiller & Chris Brown)
Uuugly,Drake,59,100,rap,Hip Hop,01:55,50,26,86,0,6,0,10,-12,C♯/D♭,3,3B,Drake,Uuugly
Hood Baby,Sy Ari Da Kid,37,116,,,02:45,71,41,39,0,40,10,10,-12,F#/G♭ minor,4,11A,Sy Ari Da Kid,Hood Baby
My Beyonce (feat. DeJ Loaf),"Lil Durk,DeJ Loaf",54,138,"drill, ",Hip Hop,04:44,72,58,36,0,49,10,10,-7,A minor,4,8A,Lil Durk,My Beyonce (feat. DeJ Loaf)
roll da dice,"4batz,Lil Baby",62,145,,,03:10,72,49,52,0,37,10,0,-14,A minor,4,8A,4batz,roll da dice
Just Want You (feat. Hunxho),"BabyDrill,Hunxho",57,77,,,02:54,49,33,42,0,9,50,10,-5,A#/B♭ minor,4,3A,BabyDrill,Just Want You (feat. Hunxho)
Make Time (feat. Dej Loaf),"Hunxho,DeJ Loaf",44,92,,,03:08,56,56,40,0,44,20,10,-9,A#/B♭ minor,4,3A,Hunxho,Make Time (feat. Dej Loaf)
BUTTERFLIES,"Isaiah Falls,Joyce Wrice",65,73,alternative r&b,"Pop, R&B",02:43,54,48,70,2,45,0,10,-10,G,4,9B,Isaiah Falls,BUTTERFLIES
Belong to the City,PARTYNEXTDOOR,80,88,r&b,R&B,01:38,58,48,71,0,19,0,10,-10,F minor,4,4A,PARTYNEXTDOOR,Belong to the City
In The Morning (feat. Ty Dolla $ign),"Hunxho,Ty Dolla $ign",49,78,,,02:40,70,73,14,0,80,30,20,-8,A#/B♭ minor,4,3A,Hunxho,In The Morning (feat. Ty Dolla $ign)
Note to You,Mariah the Scientist,53,74,alternative r&b,"Pop, R&B",01:22,45,30,27,0,55,30,0,-11,G minor,4,6A,Mariah the Scientist,Note to You
DND (feat. 03 Greedo),"Shordie Shordie,03 Greedo",49,62,,,02:20,62,48,75,0,67,0,10,-8,C♯/D♭,4,3B,Shordie Shordie,DND (feat. 03 Greedo)
Late Checkout (feat. Hunxho),"Lil Durk,Hunxho",60,90,"drill, ",Hip Hop,03:45,54,52,10,0,13,20,0,-10,F#/G♭ minor,4,11A,Lil Durk,Late Checkout (feat. Hunxho)
Love Galore (feat. Travis Scott),"SZA,Travis Scott",81,135,"r&b, rap","R&B, Hip Hop",04:35,80,59,11,0,41,0,10,-6,C,4,8B,SZA,Love Galore (feat. Travis Scott)
She Different (feat. Hunxho),"Yungeen Ace,Hunxho",54,87,"melodic rap, ",Hip Hop,02:52,49,54,20,0,38,20,10,-8,F minor,4,4A,Yungeen Ace,She Different (feat. Hunxho)
New R.R. (feat. Mariah the Scientist & Rylo Rodriguez),"Hunxho,Mariah the Scientist,Rylo Rodriguez",51,81,"alternative r&b, ","Pop, R&B",03:10,77,53,12,0,42,30,0,-11,G,4,9B,Hunxho,New R.R. (feat. Mariah the Scientist & Rylo Rodriguez)
Confused (feat. Don Toliver),"Hunxho,Don Toliver",47,90,,,02:29,54,56,53,0,41,10,10,-7,B minor,4,10A,Hunxho,Confused (feat. Don Toliver)
Date Night,YFN Lucci,54,158,,,02:13,60,75,22,0,35,40,10,-7,G#/A♭,4,4B,YFN Lucci,Date Night
Come Thru,Drake,67,82,rap,Hip Hop,03:56,56,47,16,0,41,10,50,-6,D#/E♭,4,5B,Drake,Come Thru
DEEPER,PARTYNEXTDOOR,77,101,r&b,R&B,02:52,43,53,10,0,32,0,0,-7,G minor,4,6A,PARTYNEXTDOOR,DEEPER
Little Things,Ella Mai,75,136,r&b,R&B,02:52,73,57,48,0,23,10,10,-6,B,4,1B,Ella Mai,Little Things
This Is,Ella Mai,67,169,r&b,R&B,03:26,47,49,22,0,35,10,10,-7,C minor,4,5A,Ella Mai,This Is
Said And Done,Blxst,48,90,,,02:33,71,45,77,0,60,0,10,-8,F#/G♭ minor,4,11A,Blxst,Said And Done
Heart Of A Woman,Summer Walker,75,130,r&b,R&B,02:51,72,43,48,0,47,10,10,-8,A minor,4,8A,Summer Walker,Heart Of A Woman
While We're Young,Jhené Aiko,74,128,r&b,R&B,03:56,65,79,10,0,81,10,10,-6,D,4,10B,Jhené Aiko,While We're Young
On The Way (feat. Mila J),"Jhené Aiko,Mila J",65,114,"r&b, ",R&B,03:42,57,44,76,0,66,20,10,-12,G minor,4,6A,Jhené Aiko,On The Way (feat. Mila J)
Desires (with Future),"Drake,Future",67,145,rap,Hip Hop,03:57,81,51,28,0,55,10,30,-8,F minor,4,4A,Drake,Desires (with Future)
Love Songs - Bonus,Kaash Paige,83,120,,,02:28,64,36,83,0,45,0,10,-11,F,4,7B,Kaash Paige,Love Songs
Can't Hide It (feat. Jhené Aiko),"Lil Durk,Jhené Aiko",65,128,"drill, r&b","Hip Hop, R&B",02:42,73,41,48,0,53,20,10,-10,D,4,10B,Lil Durk,Can't Hide It (feat. Jhené Aiko)
Long Time,Shordie Shordie,56,135,,,02:22,72,46,74,0,46,0,40,-9,D,4,10B,Shordie Shordie,Long Time
Toxic (with Lil Durk),"Summer Walker,Lil Durk",57,124,"r&b, drill","Hip Hop, R&B",04:26,74,52,25,0,14,0,10,-7,F#/G♭,4,2B,Summer Walker,Toxic (with Lil Durk)
West,"River Tiber,Daniel Caesar",67,121,,,02:32,27,47,90,8,14,0,20,-8,G#/A♭,3,4B,River Tiber,West
Closer To Over,Hunxho,53,87,,,02:58,68,55,4,0,28,50,10,-10,C♯/D♭,4,3B,Hunxho,Closer To Over
Bedrest,Hunxho,59,185,,,02:04,53,67,4,0,40,20,10,-9,B minor,4,10A,Hunxho,Bedrest
P*$$Y Fairy (OTW),Jhené Aiko,62,128,r&b,R&B,03:01,56,52,54,0,35,20,10,-7,D minor,4,7A,Jhené Aiko,P*$$Y Fairy (OTW)
CELIBACY,"PARTYNEXTDOOR,Drake",71,120,"r&b, rap","R&B, Hip Hop",03:55,49,36,35,0,15,0,0,-10,G minor,4,6A,PARTYNEXTDOOR,CELIBACY
Aneurysm,Nirvana,69,136,"grunge, rock",Rock,04:35,30,82,0,0,24,0,10,-10,G,4,9B,Nirvana,Aneurysm
Heaven Beside You,Alice In Chains,66,111,"grunge, post-grunge",Rock,05:27,55,72,0,0,56,0,10,-7,A#/B♭ minor,4,3A,Alice In Chains,Heaven Beside You
Come Back,Foo Fighters,45,89,"rock, post-grunge, alternative rock, grunge, modern rock",Rock,07:47,50,86,0,8,22,0,0,-6,C♯/D♭ minor,4,12A,Foo Fighters,Come Back
If Only,Queens of the Stone Age,59,126,"stoner rock, alternative rock",Rock,03:22,60,89,7,20,94,0,0,-4,F minor,4,4A,Queens of the Stone Age,If Only
Psycho Circus,KISS,50,121,"glam metal, glam rock, hard rock, rock, classic rock","Rock, Metal",05:30,56,93,0,38,44,0,20,-5,C♯/D♭,4,3B,KISS,Psycho Circus
2 Minutes to Midnight - 2015 Remaster,Iron Maiden,0,94,"heavy metal, metal, hard rock, rock","Rock, Metal",06:03,45,97,1,0,60,0,20,-5,A minor,4,8A,Iron Maiden,2 Minutes to Midnight
So Lonely,The Police,71,77,,,04:49,54,57,1,0,73,10,0,-8,G,4,9B,The Police,So Lonely
Anarchy In The UK,Sex Pistols,62,134,"punk, proto-punk",Rock,03:32,36,95,6,0,21,10,20,-8,C,4,8B,Sex Pistols,Anarchy In The UK
Symphony Of Destruction,Megadeth,69,140,"thrash metal, metal, heavy metal, speed metal",Metal,04:06,61,89,0,9,51,0,0,-5,E minor,4,9A,Megadeth,Symphony Of Destruction
Song 2,Blur,71,130,"britpop, madchester, alternative rock","Rock, Pop",02:01,66,71,0,0,86,0,0,-7,G#/A♭,4,4B,Blur,Song 2
I Surrender,Rainbow,57,133,"hard rock, album rock, metal, heavy metal","Rock, Metal",04:01,49,86,13,0,80,0,20,-5,G minor,4,6A,Rainbow,I Surrender
Heaven and Hell - 2008 Remaster,Black Sabbath,63,91,"metal, heavy metal, rock, stoner rock, doom metal, hard rock, classic rock","Rock, Metal",06:59,33,67,2,11,32,0,10,-8,D#/E♭ minor,4,2A,Black Sabbath,Heaven and Hell
Only Happy When It Rains,Garbage,62,121,,,03:56,51,83,0,0,49,0,20,-5,C♯/D♭ minor,4,12A,Garbage,Only Happy When It Rains
Pigs (Three Different Ones),Pink Floyd,63,129,"progressive rock, psychedelic rock, classic rock, symphonic rock, art rock, rock",Rock,11:25,42,57,10,46,35,0,90,-12,E minor,4,9A,Pink Floyd,Pigs (Three Different Ones)
Higher Ground - Remastered 2003,Red Hot Chili Peppers,68,140,"funk rock, alternative rock, rock","Rock, R&B",03:22,48,98,0,1,42,10,0,-4,E minor,4,9A,Red Hot Chili Peppers,Higher Ground
Welcome to the Machine,Pink Floyd,67,133,"progressive rock, psychedelic rock, classic rock, symphonic rock, art rock, rock",Rock,07:31,38,36,52,17,4,0,0,-12,C,4,8B,Pink Floyd,Welcome to the Machine
Strawberry Fields Forever - Remastered,The Beatles,0,98,"classic rock, psychedelic rock",Rock,04:07,39,50,34,0,29,10,0,-12,A#/B♭,4,6B,The Beatles,Strawberry Fields Forever
Every Little Thing She Does Is Magic,The Police,79,82,,,04:20,56,77,12,6,43,0,10,-10,D,4,10B,The Police,Every Little Thing She Does Is Magic
Let's Dance - 2018 Remaster,David Bowie,74,115,"glam rock, art rock",Rock,07:37,65,74,1,3,63,0,10,-7,A#/B♭ minor,4,3A,David Bowie,Let's Dance
Pet Sematary,Ramones,61,148,"punk, proto-punk",Rock,03:29,44,95,0,0,67,0,20,-6,D minor,4,7A,Ramones,Pet Sematary
Casey Jones - 2013 Remaster,Grateful Dead,61,100,"psychedelic rock, acid rock",Rock,04:25,67,41,39,0,83,0,10,-10,C,4,8B,Grateful Dead,Casey Jones
Big City Nights,Scorpions,60,138,"hard rock, glam metal, rock","Metal, Rock",04:09,53,72,0,0,87,0,0,-12,A minor,4,8A,Scorpions,Big City Nights
Break on Through (To the Other Side),The Doors,73,90,"psychedelic rock, classic rock, acid rock",Rock,02:25,42,75,20,0,79,0,10,-10,A,4,11B,The Doors,Break on Through (To the Other Side)
Let's Go Crazy,Prince,7,196,funk rock,"R&B, Rock",04:40,31,93,2,0,38,10,10,-6,B,4,1B,Prince,Let's Go Crazy
Wheel in the Sky,Journey,71,105,"album rock, classic rock",Rock,04:12,44,75,8,0,37,0,10,-9,D minor,4,7A,Journey,Wheel in the Sky
Mony Mony - Downtown Mix / Remastered 2001,Billy Idol,69,135,,,05:01,74,74,1,0,49,0,20,-6,A#/B♭ minor,4,3A,Billy Idol,Mony Mony
You Might Think,The Cars,67,134,"power pop, new wave, classic rock","Rock, Pop",03:04,73,86,11,0,97,0,10,-6,D,4,10B,The Cars,You Might Think
Rock You Like A Hurricane,Scorpions,75,126,"hard rock, glam metal, rock","Metal, Rock",04:12,48,62,1,0,72,0,20,-13,E minor,4,9A,Scorpions,Rock You Like A Hurricane
No One Like You,Scorpions,72,118,"hard rock, glam metal, rock","Metal, Rock",03:57,51,63,2,0,84,0,10,-10,A minor,4,8A,Scorpions,No One Like You
House Of The Rising Sun,The Animals,75,117,classic rock,Rock,04:31,30,58,0,22,23,0,10,-7,A minor,3,8A,The Animals,House Of The Rising Sun
Iron Man - 2012 - Remaster,Black Sabbath,71,156,"metal, heavy metal, rock, stoner rock, doom metal, hard rock, classic rock","Rock, Metal",05:55,34,79,0,0,43,0,0,-11,A,4,11B,Black Sabbath,Iron Man
Nothing Else Matters (Remastered),Metallica,74,142,"metal, thrash metal, rock, heavy metal, hard rock","Rock, Metal",06:28,55,39,5,0,17,0,0,-10,E minor,3,9A,Metallica,Nothing Else Matters (Remastered)
Master of Puppets (Remastered),Metallica,75,105,"metal, thrash metal, rock, heavy metal, hard rock","Rock, Metal",08:35,54,83,0,42,56,0,10,-9,E minor,4,9A,Metallica,Master of Puppets (Remastered)
About A Girl,Nirvana,63,132,"grunge, rock",Rock,02:46,41,93,0,0,59,0,30,-5,B minor,4,10A,Nirvana,About A Girl
I Wanna Rock,Twisted Sister,29,106,"glam metal, glam rock","Metal, Rock",02:59,50,91,1,1,67,0,30,-3,D,4,10B,Twisted Sister,I Wanna Rock
Boulevard of Broken Dreams,Green Day,75,167,"punk, pop punk","Pop, Rock",04:22,50,68,1,0,47,0,0,-4,G#/A♭,4,4B,Green Day,Boulevard of Broken Dreams
The Rock Show,blink-182,72,193,"pop punk, punk, emo pop, rock, skate punk, emo","Rock, Pop",02:51,41,96,0,0,83,0,0,-5,A,4,11B,blink-182,The Rock Show
Jumpin' Jack Flash,The Rolling Stones,59,137,"classic rock, rock",Rock,03:42,60,89,7,53,64,0,0,-8,D#/E♭,4,5B,The Rolling Stones,Jumpin' Jack Flash
Sunday Bloody Sunday,U2,47,100,rock,Rock,04:39,54,98,42,0,78,0,0,-3,F#/G♭,4,2B,U2,Sunday Bloody Sunday
Paranoid - 2012 - Remaster,Black Sabbath,77,163,"metal, heavy metal, rock, stoner rock, doom metal, hard rock, classic rock","Rock, Metal",02:48,41,66,0,0,45,0,10,-12,E minor,4,9A,Black Sabbath,Paranoid
I Can't Dance,Genesis,44,108,"progressive rock, symphonic rock, art rock",Rock,04:01,94,50,42,0,90,0,0,-11,D#/E♭,4,5B,Genesis,I Can't Dance
Magic Carpet Ride,Steppenwolf,70,112,"classic rock, acid rock",Rock,04:31,64,65,14,28,80,0,0,-15,E minor,4,9A,Steppenwolf,Magic Carpet Ride
The Show Must Go On,Queen,0,84,"classic rock, rock, glam rock",Rock,04:32,42,52,53,0,11,0,10,-11,B minor,4,10A,Queen,The Show Must Go On
Burnin' for You,Blue Öyster Cult,72,134,"classic rock, hard rock",Rock,04:31,53,73,11,1,69,0,0,-9,A minor,4,8A,Blue Öyster Cult,Burnin' for You
Another One Bites The Dust,Queen,1,110,"classic rock, rock, glam rock",Rock,03:35,93,37,5,13,78,10,10,-13,F minor,4,4A,Queen,Another One Bites The Dust
Don't Stop Me Now,Queen,3,156,"classic rock, rock, glam rock",Rock,03:29,56,76,6,0,64,10,50,-10,F,4,7B,Queen,Don't Stop Me Now
Creatures Of The Night,KISS,0,122,"glam metal, glam rock, hard rock, rock, classic rock","Rock, Metal",04:03,55,98,0,1,8,0,10,-7,G minor,4,6A,KISS,Creatures Of The Night
"Girls, Girls, Girls",Mötley Crüe,3,140,"glam metal, glam rock, hard rock","Metal, Rock",04:30,60,93,3,0,54,0,30,-5,G,4,9B,Mötley Crüe,"Girls, Girls, Girls"
